id_municipio,ano,mes,tradable_demand_log
3205309,2017,6,-0.13912222320712292
3205309,2017,7,-0.13779725382354338
3205309,2017,8,-0.13627551081657507
3205309,2017,9,-0.13928289097558863
3205309,2017,10,-0.13393993491019257
3205309,2017,11,-0.13489839209694085
3205309,2017,12,-0.12824521292088578
3205309,2018,1,-0.12420751778803449
3205309,2018,2,-0.12303040740746925
3205309,2018,3,-0.11723547058433982
3205309,2018,4,-0.10553393657373501
3205309,2018,5,-0.09877247989234338
3205309,2018,6,-0.0956804262617056
3205309,2018,7,-0.08701591673818516
3205309,2018,8,-0.07727046939805975
3205309,2018,9,-0.07156460424196674
3205309,2018,10,-0.06399346199605337
3205309,2018,11,-0.057364363191988565
3205309,2018,12,-0.04857377391492446
3205309,2019,1,-0.03724920764745451
3205309,2019,2,-0.02896703369510713
3205309,2019,3,-0.024269075904900177
3205309,2019,4,-0.01865908825282772
3205309,2019,5,-0.014801875475619423
3205309,2019,6,-0.009537157173499658
3205309,2019,7,-0.0037648915092480654
3205309,2019,8,-0.0017742577883833642
3205309,2019,9,0.002929981205796524
3205309,2019,10,0.00427397766143074
3205309,2019,11,0.0073280101926539365
3205309,2019,12,0.008368361564081718
3205309,2020,1,0.022597650182362015
3205309,2020,2,0.027667910750328074
3205309,2020,3,0.022724607806505356
3205309,2020,4,-0.014112403680128886
3205309,2020,5,-0.029685916185050874
3205309,2020,6,-0.031432094491458985
3205309,2020,7,-0.02526667536974003
