id_municipio,cnae_divisao,S_xi
3106200,32,0.002208100895160057
3106200,33,0.0015853364259932198
3106200,35,0.008999781797141634
3106200,36,0.009431961305040029
3106200,37,1.9300989177427157e-4
3106200,38,0.0021746877139297467
3106200,39,2.5289556954528113e-6
3106200,41,0.031482207971210124
3106200,42,0.04406860303781612
3106200,43,0.014038085518008914
3106200,45,0.016911712925918827
3106200,46,0.020378010248183732
3106200,47,0.09831033469845102
3106200,49,0.029766641856511258
3106200,50,7.730028072420486e-6
3106200,51,8.598405533233937e-4
3106200,52,0.003812521415488848
3106200,53,0.004505718935450233
3106200,55,0.004175484501503961
3106200,56,0.028305000236529636
3106200,58,0.003138762253431476
3106200,59,3.700493032105173e-4
3106200,60,0.0018148812283263446
3106200,61,0.005343597824381461
3106200,62,0.013975181659865724
3106200,63,0.005456399793407656
3106200,64,0.013880796895747945
3106200,65,0.002559882325221926
3106200,66,0.004515607737685428
3106200,68,0.002027342416879174
3106200,69,0.005189763640086717
3106200,70,0.002420478155089054
3106200,71,0.01155372215776639
3106200,72,0.0010723644058855347
3106200,73,0.0017007612090515082
3106200,74,0.0034729721519223137
3106200,75,1.498175915766899e-4
3106200,77,0.006026991020312012
3106200,78,0.024825194872846533
3106200,79,0.0016053342698800648
3106200,80,0.01570734050948312
3106200,81,0.05570370883715037
3106200,82,0.03443924418116132
3106200,84,0.27746878678081804
3106200,85,0.03365719042763015
3106200,86,0.03476826338872265
3106200,87,0.0015822659729692499
3106200,88,0.003995786531975111
3106200,90,6.628004721358431e-4
3106200,91,2.1667711595850048e-4
3106200,92,9.880420196043875e-5
3106200,93,0.0053775064277452175
3106200,94,0.026721235506124503
3106200,95,0.0020743993395487027
3106200,96,0.004710215266347144
3106200,97,0.00018008292078874882
3106200,99,5.3535314926252985e-5
3205309,00,0.012405196154461196
3205309,01,0.0027941992883825113
3205309,02,1.1374448123525822e-5
3205309,03,3.6848172734012534e-4
3205309,06,0.00468183277359023
3205309,07,0.00754087945113773
3205309,08,1.4588802993106907e-4
3205309,09,9.113519254672307e-4
3205309,10,0.002902028266825202
3205309,11,9.901774397972116e-6
3205309,13,3.0816729501530264e-4
3205309,14,0.001956371814628437
3205309,15,1.1867561582828851e-4
3205309,16,2.6601608818870994e-5
3205309,17,2.475443599493029e-5
3205309,18,0.0025671537272309365
3205309,20,8.368791461529825e-5
3205309,21,7.853559492894729e-5
3205309,22,0.0036448147548392095
3205309,23,3.2125066576477694e-4
3205309,24,0.0012848807393065263
3205309,25,4.7446305663415505e-4
3205309,26,1.1018170610817076e-5
3205309,27,4.547046011558591e-6
3205309,28,4.742758451436287e-4
3205309,29,3.9537589540695903e-4
3205309,30,2.0395156281477926e-5
3205309,31,4.6313672699292783e-4
3205309,32,4.5014285624572466e-4
3205309,33,0.00426763038777326
3205309,35,2.6828934320680256e-4
3205309,36,0.00395554210337094
3205309,37,0.003635852252169093
3205309,38,0.006039286636195936
3205309,39,5.4422339804792494e-5
3205309,41,0.047309399953746736
3205309,42,0.011865955940964687
3205309,43,0.006618999842940114
3205309,45,0.013230350114380151
3205309,46,0.020517520540278104
3205309,47,0.10436414091586742
3205309,49,0.03403537666406174
3205309,50,0.00148664194354562
3205309,51,0.0014064381561765594
3205309,52,0.017577906330281005
3205309,53,0.005568316378152042
3205309,55,0.0037305567875427245
3205309,56,0.03351251800917086
