ano,mes,cnae_divisao,saldo_nacional,fonte
2016,7,12,-2765,antigo
2016,7,13,692,antigo
2016,7,14,880,antigo
2016,7,15,1867,antigo
2016,7,16,-561,antigo
2016,7,17,-498,antigo
2016,7,18,-372,antigo
2016,7,19,662,antigo
2016,7,20,446,antigo
2016,7,21,92,antigo
2016,7,22,-854,antigo
2016,7,23,-2255,antigo
2016,7,24,-184,antigo
2016,7,25,-2313,antigo
2016,7,26,613,antigo
2016,7,27,-897,antigo
2016,7,28,-1975,antigo
2016,7,29,-1714,antigo
2016,7,30,-1034,antigo
2016,7,31,-2855,antigo
2016,7,32,-256,antigo
2016,7,33,-732,antigo
2016,7,35,190,antigo
2016,7,36,-281,antigo
2016,7,37,77,antigo
2016,7,38,-318,antigo
2016,7,39,-10,antigo
2016,7,41,-13418,antigo
2016,7,42,-9979,antigo
2016,7,43,-6027,antigo
2016,7,45,-2698,antigo
2016,7,46,-1103,antigo
2016,7,47,-12935,antigo
2016,7,49,-2561,antigo
2016,7,50,152,antigo
2016,7,51,-393,antigo
2016,7,52,-229,antigo
2016,7,53,-1000,antigo
2016,7,55,-957,antigo
2016,7,56,-3018,antigo
2016,7,58,-599,antigo
2016,7,59,796,antigo
2016,7,60,-175,antigo
2016,7,61,-874,antigo
2016,7,62,585,antigo
2016,7,63,238,antigo
2016,7,64,-771,antigo
2016,7,65,83,antigo
2016,7,66,150,antigo
2016,7,68,-246,antigo
2016,7,69,44,antigo
2016,7,70,183,antigo
2016,7,71,-1499,antigo
2016,7,72,-421,antigo
2016,7,73,467,antigo
2016,7,74,296,antigo
2016,7,75,3,antigo
2016,7,77,-807,antigo
2016,7,78,-3536,antigo
2016,7,79,-359,antigo
2016,7,80,-3600,antigo
2016,7,81,-2006,antigo
2016,7,82,-3548,antigo
2016,7,84,271,antigo
2016,7,85,-12665,antigo
2016,7,86,506,antigo
2016,7,87,298,antigo
2016,7,88,-932,antigo
2016,7,90,430,antigo
2016,7,91,-13,antigo
2016,7,92,3,antigo
2016,7,93,630,antigo
2016,7,94,-1138,antigo
2016,7,95,-493,antigo
2016,7,96,-686,antigo
2016,7,97,-54,antigo
2016,7,99,-13,antigo
2016,8,01,-15821,antigo
2016,8,02,1169,antigo
2016,8,03,-392,antigo
2016,8,05,-18,antigo
2016,8,06,-49,antigo
2016,8,07,472,antigo
2016,8,08,-65,antigo
2016,8,09,-180,antigo
2016,8,10,10714,antigo
2016,8,11,-213,antigo
2016,8,12,-3234,antigo
2016,8,13,357,antigo
2016,8,14,1825,antigo
2016,8,15,2621,antigo
2016,8,16,-290,antigo
2016,8,17,796,antigo
2016,8,18,-77,antigo
2016,8,19,638,antigo
2016,8,20,849,antigo
2016,8,21,139,antigo
2016,8,22,262,antigo
2016,8,23,-1185,antigo
2016,8,24,-132,antigo
2016,8,25,-873,antigo
2016,8,26,316,antigo
2016,8,27,45,antigo
2016,8,28,-1411,antigo
2016,8,29,-1046,antigo
2016,8,30,-571,antigo
2016,8,31,-845,antigo
2016,8,32,-105,antigo
2016,8,33,-3,antigo
2016,8,35,310,antigo
2016,8,36,439,antigo
2016,8,37,-43,antigo
2016,8,38,-1282,antigo
2016,8,39,3,antigo
2016,8,41,-12406,antigo
2016,8,42,-7587,antigo
2016,8,43,-3749,antigo
2016,8,45,-1271,antigo
2016,8,46,69,antigo
2016,8,47,2783,antigo
2016,8,49,-4654,antigo
2016,8,50,-337,antigo
2016,8,51,-539,antigo
2016,8,52,-977,antigo
2016,8,53,-1162,antigo
2016,8,55,-1511,antigo
2016,8,56,-1454,antigo
2016,8,58,-472,antigo
2016,8,59,-1063,antigo
2016,8,60,-265,antigo
2016,8,61,-1280,antigo
2016,8,62,1367,antigo
2016,8,63,971,antigo
2016,8,64,-941,antigo
2016,8,65,-37,antigo
2016,8,66,113,antigo
2016,8,68,-281,antigo
2016,8,69,-871,antigo
2016,8,70,244,antigo
2016,8,71,-153,antigo
2016,8,72,-181,antigo
2016,8,73,149,antigo
2016,8,74,-78,antigo
2016,8,75,94,antigo
2016,8,77,-228,antigo
2016,8,78,-2405,antigo
2016,8,79,-128,antigo
2016,8,80,-849,antigo
2016,8,81,-1843,antigo
2016,8,82,-3289,antigo
2016,8,84,-431,antigo
2016,8,85,14831,antigo
2016,8,86,4373,antigo
2016,8,87,249,antigo
2016,8,88,155,antigo
2016,8,90,-176,antigo
2016,8,91,27,antigo
2016,8,92,-12,antigo
2016,8,93,-1908,antigo
2016,8,94,615,antigo
2016,8,95,-218,antigo
2016,8,96,-246,antigo
2016,8,97,-43,antigo
2016,8,99,-68,antigo
2016,9,01,-8462,antigo
2016,9,02,394,antigo
2016,9,03,-229,antigo
2016,9,05,-9,antigo
2016,9,06,-48,antigo
2016,9,07,-304,antigo
2016,9,08,-360,antigo
2016,9,09,-315,antigo
2016,9,10,16418,antigo
2016,9,11,-169,antigo
2016,9,12,-1388,antigo
2016,9,13,-388,antigo
2016,9,14,1743,antigo
2016,9,15,1020,antigo
2016,9,16,98,antigo
2016,9,17,4,antigo
2016,9,18,5,antigo
2016,9,19,268,antigo
2016,9,20,670,antigo
2016,9,21,31,antigo
2016,9,22,463,antigo
2016,9,23,-973,antigo
2016,9,24,243,antigo
2016,9,25,-758,antigo
2016,9,26,388,antigo
2016,9,27,-586,antigo
2016,9,28,-1464,antigo
2016,9,29,-4234,antigo
2016,9,30,-408,antigo
2016,9,31,-302,antigo
2016,9,32,430,antigo
2016,9,33,-516,antigo
2016,9,35,-112,antigo
2016,9,36,173,antigo
2016,9,37,-42,antigo
2016,9,38,-436,antigo
2016,9,39,0,antigo
2016,9,41,-11326,antigo
2016,9,42,-11293,antigo
2016,9,43,-6617,antigo
2016,9,45,-957,antigo
2016,9,46,-1079,antigo
2016,9,47,6489,antigo
2016,9,49,-3823,antigo
2016,9,50,-233,antigo
2016,9,51,-495,antigo
2016,9,52,-760,antigo
2016,9,53,419,antigo
2016,9,55,-695,antigo
2016,9,56,475,antigo
2016,9,58,-458,antigo
2016,9,59,-229,antigo
2016,9,60,-332,antigo
2016,9,61,35,antigo
2016,9,62,2939,antigo
2016,9,63,223,antigo
2016,9,64,248,antigo
2016,9,65,-407,antigo
2016,9,66,235,antigo
2016,9,68,-195,antigo
2016,9,69,236,antigo
2016,9,70,-185,antigo
2016,9,71,-1846,antigo
2016,9,72,370,antigo
2016,9,73,-416,antigo
2016,9,74,31,antigo
2016,9,75,70,antigo
2016,9,77,-484,antigo
2016,9,78,-2983,antigo
2016,9,79,69,antigo
2016,9,80,-3035,antigo
2016,9,81,-1994,antigo
2016,9,82,-8096,antigo
2016,9,84,-403,antigo
2016,9,85,3287,antigo
2016,9,86,3974,antigo
2016,9,87,399,antigo
2016,9,88,-267,antigo
2016,9,90,-298,antigo
2016,9,91,20,antigo
2016,9,92,-5,antigo
2016,9,93,-2725,antigo
2016,9,94,2099,antigo
2016,9,95,-165,antigo
2016,9,96,23,antigo
2016,9,97,-51,antigo
2016,9,99,84,antigo
2016,10,01,-11188,antigo
2016,10,02,-720,antigo
2016,10,03,-227,antigo
2016,10,05,-30,antigo
2016,10,06,-386,antigo
2016,10,07,105,antigo
2016,10,08,-737,antigo
2016,10,09,-270,antigo
2016,10,10,5031,antigo
2016,10,11,174,antigo
2016,10,12,-141,antigo
2016,10,13,-229,antigo
2016,10,14,1147,antigo
2016,10,15,1999,antigo
2016,10,16,-453,antigo
2016,10,17,46,antigo
2016,10,18,-136,antigo
2016,10,19,-3715,antigo
2016,10,20,161,antigo
2016,10,21,-190,antigo
2016,10,22,-405,antigo
2016,10,23,-1907,antigo
2016,10,24,-448,antigo
2016,10,25,-1029,antigo
2016,10,26,-190,antigo
2016,10,27,-1023,antigo
2016,10,28,-423,antigo
2016,10,29,-1209,antigo
2016,10,30,-1938,antigo
2016,10,31,14,antigo
2016,10,32,-54,antigo
2016,10,33,816,antigo
2016,10,35,199,antigo
2016,10,36,-87,antigo
2016,10,37,-292,antigo
2016,10,38,-1605,antigo
2016,10,39,-7,antigo
2016,10,41,-15577,antigo
2016,10,42,-14205,antigo
2016,10,43,-5616,antigo
2016,10,45,-2811,antigo
2016,10,46,3256,antigo
2016,10,47,11868,antigo
2016,10,49,-5567,antigo
2016,10,50,-209,antigo
2016,10,51,-80,antigo
2016,10,52,-1818,antigo
2016,10,53,-550,antigo
2016,10,55,-451,antigo
2016,10,56,-1279,antigo
2016,10,58,-443,antigo
2016,10,59,-299,antigo
2016,10,60,-265,antigo
2016,10,61,1266,antigo
2016,10,62,-4483,antigo
2016,10,63,154,antigo
2016,10,64,-600,antigo
2016,10,65,-727,antigo
2016,10,66,-120,antigo
2016,10,68,-108,antigo
2016,10,69,-600,antigo
2016,10,70,-53,antigo
2016,10,71,-1985,antigo
2016,10,72,-61,antigo
2016,10,73,-262,antigo
2016,10,74,-61,antigo
2016,10,75,53,antigo
2016,10,77,-1340,antigo
2016,10,78,-1552,antigo
2016,10,79,-88,antigo
2016,10,80,-2556,antigo
2016,10,81,-3783,antigo
2016,10,82,-697,antigo
2016,10,84,-2535,antigo
2016,10,85,-1010,antigo
2016,10,86,1736,antigo
2016,10,87,241,antigo
2016,10,88,389,antigo
2016,10,90,82,antigo
2016,10,91,-22,antigo
2016,10,92,-1,antigo
2016,10,93,-928,antigo
2016,10,94,-1380,antigo
2016,10,95,-318,antigo
2016,10,96,4,antigo
2016,10,97,-71,antigo
2016,10,99,61,antigo
2016,11,01,-23915,antigo
2016,11,02,-1381,antigo
2016,11,03,-615,antigo
2016,11,05,-32,antigo
2016,11,06,-443,antigo
2016,11,07,-28,antigo
2016,11,08,-1295,antigo
2016,11,09,-282,antigo
2016,11,10,-8086,antigo
2016,11,11,360,antigo
2016,11,12,-46,antigo
2016,11,13,-2698,antigo
2016,11,14,-3641,antigo
2016,11,15,-4641,antigo
2016,11,16,-1681,antigo
2016,11,17,-285,antigo
2016,11,18,-526,antigo
2016,11,19,-8901,antigo
2016,11,20,-1018,antigo
2016,11,21,-305,antigo
2016,11,22,-2012,antigo
2016,11,23,-3864,antigo
2016,11,24,-569,antigo
2016,11,25,-3464,antigo
2016,11,26,-170,antigo
2016,11,27,-1632,antigo
2016,11,28,-1831,antigo
2016,11,29,-2558,antigo
2016,11,30,-832,antigo
2016,11,31,-686,antigo
2016,11,32,-965,antigo
2016,11,33,-222,antigo
2016,11,35,9,antigo
2016,11,36,-149,antigo
2016,11,37,-324,antigo
2016,11,38,-2474,antigo
2016,11,39,14,antigo
2016,11,41,-25528,antigo
2016,11,42,-16677,antigo
2016,11,43,-11626,antigo
2016,11,45,-3843,antigo
2016,11,46,1241,antigo
2016,11,47,60528,antigo
2016,11,49,-10698,antigo
2016,11,50,-138,antigo
2016,11,51,-133,antigo
2016,11,52,2510,antigo
2016,11,53,-940,antigo
2016,11,55,1629,antigo
2016,11,56,4718,antigo
2016,11,58,-587,antigo
2016,11,59,24,antigo
2016,11,60,-350,antigo
2016,11,61,739,antigo
2016,11,62,-491,antigo
2016,11,63,283,antigo
2016,11,64,-1339,antigo
2016,11,65,17,antigo
2016,11,66,193,antigo
2016,11,68,-237,antigo
2016,11,69,-1382,antigo
2016,11,70,-321,antigo
2016,11,71,-3910,antigo
2016,11,72,146,antigo
2016,11,73,-65,antigo
2016,11,74,-356,antigo
2016,11,75,45,antigo
2016,11,77,-1806,antigo
2016,11,78,-1859,antigo
2016,11,79,-13,antigo
2016,11,80,-3762,antigo
2016,11,81,-4544,antigo
2016,11,82,2806,antigo
2016,11,84,-4376,antigo
2016,11,85,-8159,antigo
2016,11,86,-815,antigo
2016,11,87,-118,antigo
2016,11,88,-703,antigo
2016,11,90,16,antigo
2016,11,91,-18,antigo
2016,11,92,8,antigo
2016,11,93,-286,antigo
2016,11,94,-4362,antigo
2016,11,95,-384,antigo
2016,11,96,-443,antigo
2016,11,97,-36,antigo
2016,11,99,-157,antigo
2016,12,01,-44756,antigo
2016,12,02,-2583,antigo
2016,12,03,-402,antigo
2016,12,05,-51,antigo
2016,12,06,-353,antigo
2016,12,07,-941,antigo
2016,12,08,-1235,antigo
2016,12,09,-366,antigo
2016,12,10,-25160,antigo
2016,12,11,-651,antigo
2016,12,12,-91,antigo
2016,12,13,-4539,antigo
2016,12,14,-15900,antigo
2016,12,15,-16067,antigo
2016,12,16,-3255,antigo
2016,12,17,-1842,antigo
2016,12,18,-1156,antigo
2016,12,19,-4902,antigo
2016,12,20,-2670,antigo
2016,12,21,-1001,antigo
2016,12,22,-5548,antigo
2016,12,23,-5989,antigo
2016,12,24,-2366,antigo
2016,12,25,-6680,antigo
2016,12,26,-2036,antigo
2016,12,27,-2568,antigo
2016,12,28,-5499,antigo
2016,12,29,-5622,antigo
2016,12,30,-4055,antigo
2016,12,31,-4133,antigo
2016,12,32,-3032,antigo
2016,12,33,-266,antigo
2016,12,35,-280,antigo
2016,12,36,-502,antigo
2016,12,37,-166,antigo
2016,12,38,-1507,antigo
2016,12,39,1,antigo
2016,12,41,-38007,antigo
2016,12,42,-28478,antigo
2016,12,43,-20283,antigo
2016,12,45,-7426,antigo
2016,12,46,-7466,antigo
2016,12,47,-6141,antigo
2016,12,49,-21977,antigo
2016,12,50,111,antigo
2016,12,51,-199,antigo
2016,12,52,-1776,antigo
2016,12,53,-502,antigo
2016,12,55,2416,antigo
2016,12,56,-2680,antigo
2016,12,58,-1276,antigo
2016,12,59,-44,antigo
2016,12,60,-505,antigo
2016,12,61,454,antigo
2016,12,62,-1064,antigo
2016,12,63,-609,antigo
2016,12,64,-9355,antigo
2016,12,65,-186,antigo
2016,12,66,-179,antigo
2016,12,68,-990,antigo
2016,12,69,-3893,antigo
2016,12,70,-853,antigo
2016,12,71,-5849,antigo
2016,12,72,-386,antigo
2016,12,73,-1197,antigo
2016,12,74,-828,antigo
2016,12,75,50,antigo
2016,12,77,-4369,antigo
2016,12,78,-6680,antigo
2016,12,79,-280,antigo
2016,12,80,1524,antigo
2016,12,81,601,antigo
2016,12,82,-5593,antigo
2016,12,84,-19571,antigo
2016,12,85,-60162,antigo
2016,12,86,-2161,antigo
2016,12,87,-1654,antigo
2016,12,88,-2486,antigo
2016,12,90,-339,antigo
2016,12,91,-60,antigo
2016,12,92,-6,antigo
2016,12,93,-1551,antigo
2016,12,94,-19467,antigo
2016,12,95,-997,antigo
2016,12,96,-1650,antigo
2016,12,97,-102,antigo
2016,12,99,-76,antigo
2017,1,01,10113,antigo
2017,1,02,-175,antigo
2017,1,03,371,antigo
2017,1,05,-26,antigo
2017,1,06,-349,antigo
2017,1,07,636,antigo
2017,1,08,-347,antigo
2017,1,09,131,antigo
2017,1,10,-11463,antigo
2017,1,11,-739,antigo
2017,1,12,1400,antigo
2017,1,13,2064,antigo
2017,1,14,4393,antigo
2017,1,15,8474,antigo
2017,1,16,280,antigo
2017,1,17,259,antigo
2017,1,18,-111,antigo
2017,1,19,-2985,antigo
2017,1,20,396,antigo
2017,1,21,696,antigo
2017,1,22,3666,antigo
2017,1,23,-103,antigo
2017,1,24,993,antigo
2017,1,25,1269,antigo
2017,1,26,1208,antigo
2017,1,27,340,antigo
2017,1,28,1383,antigo
2017,1,29,1981,antigo
2017,1,30,-370,antigo
2017,1,31,1240,antigo
2017,1,32,376,antigo
2017,1,33,3717,antigo
2017,1,35,233,antigo
2017,1,36,70,antigo
2017,1,37,59,antigo
2017,1,38,429,antigo
2017,1,39,80,antigo
2017,1,41,-1579,antigo
2017,1,42,1280,antigo
2017,1,43,-897,antigo
2017,1,45,759,antigo
2017,1,46,1970,antigo
2017,1,47,-61959,antigo
2017,1,49,-10033,antigo
2017,1,50,-141,antigo
2017,1,51,-318,antigo
2017,1,52,-946,antigo
2017,1,53,-596,antigo
2017,1,55,270,antigo
2017,1,56,-2500,antigo
2017,1,58,-420,antigo
2017,1,59,349,antigo
2017,1,60,-116,antigo
2017,1,61,626,antigo
2017,1,62,1386,antigo
2017,1,63,169,antigo
2017,1,64,-482,antigo
2017,1,65,-42,antigo
2017,1,66,288,antigo
2017,1,68,215,antigo
2017,1,69,2328,antigo
2017,1,70,415,antigo
2017,1,71,186,antigo
2017,1,72,-66,antigo
2017,1,73,161,antigo
2017,1,74,62,antigo
2017,1,75,114,antigo
2017,1,77,229,antigo
2017,1,78,-3063,antigo
2017,1,79,219,antigo
2017,1,80,-3400,antigo
2017,1,81,-1082,antigo
2017,1,82,924,antigo
2017,1,84,681,antigo
2017,1,85,2575,antigo
2017,1,86,1850,antigo
2017,1,87,828,antigo
2017,1,88,302,antigo
2017,1,90,-121,antigo
2017,1,91,61,antigo
2017,1,92,9,antigo
2017,1,93,1142,antigo
2017,1,94,-1356,antigo
2017,1,95,204,antigo
2017,1,96,-1017,antigo
2017,1,97,-6,antigo
2017,1,99,85,antigo
2017,2,01,5963,antigo
2017,2,02,-633,antigo
2017,2,03,747,antigo
2017,2,05,-37,antigo
2017,2,06,-262,antigo
2017,2,07,361,antigo
2017,2,08,-422,antigo
2017,2,09,-223,antigo
2017,2,10,-16350,antigo
2017,2,11,-924,antigo
2017,2,12,3892,antigo
2017,2,13,2921,antigo
2017,2,14,3286,antigo
2017,2,15,9094,antigo
2017,2,16,91,antigo
2017,2,17,382,antigo
2017,2,18,-222,antigo
2017,2,19,-1151,antigo
2017,2,20,-71,antigo
2017,2,21,358,antigo
2017,2,22,1775,antigo
2017,2,23,-1728,antigo
2017,2,24,580,antigo
2017,2,25,403,antigo
2017,2,26,601,antigo
2017,2,27,645,antigo
2017,2,28,666,antigo
2017,2,29,223,antigo
2017,2,30,-745,antigo
2017,2,31,-159,antigo
2017,2,32,88,antigo
2017,2,33,-890,antigo
2017,2,35,288,antigo
2017,2,36,83,antigo
2017,2,37,-91,antigo
2017,2,38,1022,antigo
2017,2,39,-7,antigo
2017,2,41,-6990,antigo
2017,2,42,-4422,antigo
2017,2,43,-2349,antigo
2017,2,45,1063,antigo
2017,2,46,2422,antigo
2017,2,47,-24112,antigo
2017,2,49,1569,antigo
2017,2,50,-51,antigo
2017,2,51,-334,antigo
2017,2,52,637,antigo
2017,2,53,507,antigo
2017,2,55,-1223,antigo
2017,2,56,550,antigo
2017,2,58,-519,antigo
2017,2,59,-139,antigo
2017,2,60,-84,antigo
2017,2,61,807,antigo
2017,2,62,-145,antigo
2017,2,63,828,antigo
2017,2,64,-1125,antigo
2017,2,65,-501,antigo
2017,2,66,325,antigo
2017,2,68,241,antigo
2017,2,69,333,antigo
2017,2,70,376,antigo
2017,2,71,-206,antigo
2017,2,72,-85,antigo
2017,2,73,-150,antigo
2017,2,74,-833,antigo
2017,2,75,152,antigo
2017,2,77,1248,antigo
2017,2,78,487,antigo
2017,2,79,210,antigo
2017,2,80,212,antigo
2017,2,81,-153,antigo
2017,2,82,-295,antigo
2017,2,84,8339,antigo
2017,2,85,35966,antigo
2017,2,86,2593,antigo
2017,2,87,1565,antigo
2017,2,88,1687,antigo
2017,2,90,120,antigo
2017,2,91,-5,antigo
2017,2,92,4,antigo
2017,2,93,185,antigo
2017,2,94,7420,antigo
2017,2,95,224,antigo
2017,2,96,-412,antigo
2017,2,97,-17,antigo
2017,2,99,138,antigo
2017,3,01,-3416,antigo
2017,3,02,-310,antigo
2017,3,03,80,antigo
2017,3,05,-24,antigo
2017,3,06,-258,antigo
2017,3,07,315,antigo
2017,3,08,-519,antigo
2017,3,09,-134,antigo
2017,3,10,-139,antigo
2017,3,11,-834,antigo
2017,3,12,4289,antigo
2017,3,13,757,antigo
2017,3,14,-142,antigo
2017,3,15,2563,antigo
2017,3,16,-638,antigo
2017,3,17,196,antigo
2017,3,18,-649,antigo
2017,3,19,2693,antigo
2017,3,20,-572,antigo
2017,3,21,-80,antigo
2017,3,22,-80,antigo
2017,3,23,-2730,antigo
2017,3,24,328,antigo
2017,3,25,-2118,antigo
2017,3,26,324,antigo
2017,3,27,-165,antigo
2017,3,28,-1671,antigo
2017,3,29,261,antigo
2017,3,30,-479,antigo
2017,3,31,-358,antigo
2017,3,32,-19,antigo
2017,3,33,-1639,antigo
2017,3,35,-336,antigo
2017,3,36,13,antigo
2017,3,37,-133,antigo
2017,3,38,-190,antigo
2017,3,39,5,antigo
2017,3,41,-9123,antigo
2017,3,42,1245,antigo
2017,3,43,-2329,antigo
2017,3,45,-2261,antigo
2017,3,46,1889,antigo
2017,3,47,-33692,antigo
2017,3,49,2787,antigo
2017,3,50,-410,antigo
2017,3,51,-170,antigo
2017,3,52,-1558,antigo
2017,3,53,-1253,antigo
2017,3,55,-4141,antigo
2017,3,56,-11182,antigo
2017,3,58,-534,antigo
2017,3,59,-149,antigo
2017,3,60,-393,antigo
2017,3,61,747,antigo
2017,3,62,-1017,antigo
2017,3,63,-125,antigo
2017,3,64,-4291,antigo
2017,3,65,-248,antigo
2017,3,66,-54,antigo
2017,3,68,-104,antigo
2017,3,69,-433,antigo
2017,3,70,185,antigo
2017,3,71,1187,antigo
2017,3,72,329,antigo
2017,3,73,950,antigo
2017,3,74,-264,antigo
2017,3,75,22,antigo
2017,3,77,1042,antigo
2017,3,78,-1096,antigo
2017,3,79,-135,antigo
2017,3,80,-3554,antigo
2017,3,81,-3960,antigo
2017,3,82,-2577,antigo
2017,3,84,4598,antigo
2017,3,85,11037,antigo
2017,3,86,1559,antigo
2017,3,87,542,antigo
2017,3,88,630,antigo
2017,3,90,-138,antigo
2017,3,91,-17,antigo
2017,3,92,-5,antigo
2017,3,93,-1178,antigo
2017,3,94,907,antigo
2017,3,95,-80,antigo
2017,3,96,-1024,antigo
2017,3,97,-63,antigo
2017,3,99,87,antigo
2017,4,01,15193,antigo
2017,4,02,-815,antigo
2017,4,03,6,antigo
2017,4,05,9,antigo
2017,4,06,-272,antigo
2017,4,07,139,antigo
2017,4,08,365,antigo
2017,4,09,37,antigo
2017,4,10,4648,antigo
2017,4,11,-247,antigo
2017,4,12,2548,antigo
2017,4,13,1394,antigo
2017,4,14,1813,antigo
2017,4,15,-88,antigo
2017,4,16,306,antigo
2017,4,17,76,antigo
2017,4,18,-243,antigo
2017,4,19,6170,antigo
2017,4,20,284,antigo
2017,4,21,128,antigo
2017,4,22,669,antigo
2017,4,23,-912,antigo
2017,4,24,-206,antigo
2017,4,25,-1009,antigo
2017,4,26,-247,antigo
2017,4,27,286,antigo
2017,4,28,-1287,antigo
2017,4,29,-206,antigo
2017,4,30,-532,antigo
2017,4,31,-123,antigo
2017,4,32,243,antigo
2017,4,33,-480,antigo
2017,4,35,221,antigo
2017,4,36,-4,antigo
2017,4,37,2,antigo
2017,4,38,472,antigo
2017,4,39,-33,antigo
2017,4,41,-2626,antigo
2017,4,42,887,antigo
2017,4,43,30,antigo
2017,4,45,1307,antigo
2017,4,46,-1077,antigo
2017,4,47,5546,antigo
2017,4,49,7757,antigo
2017,4,50,-252,antigo
2017,4,51,-95,antigo
2017,4,52,-1610,antigo
2017,4,53,-965,antigo
2017,4,55,-946,antigo
2017,4,56,1114,antigo
2017,4,58,-300,antigo
2017,4,59,423,antigo
2017,4,60,-171,antigo
2017,4,61,169,antigo
2017,4,62,749,antigo
2017,4,63,70,antigo
2017,4,64,-928,antigo
2017,4,65,176,antigo
2017,4,66,450,antigo
2017,4,68,423,antigo
2017,4,69,203,antigo
2017,4,70,210,antigo
2017,4,71,228,antigo
2017,4,72,-131,antigo
2017,4,73,274,antigo
2017,4,74,379,antigo
2017,4,75,122,antigo
2017,4,77,790,antigo
2017,4,78,-897,antigo
2017,4,79,58,antigo
2017,4,80,-691,antigo
2017,4,81,1121,antigo
2017,4,82,748,antigo
2017,4,84,2274,antigo
2017,4,85,6478,antigo
2017,4,86,7296,antigo
2017,4,87,1067,antigo
2017,4,88,771,antigo
2017,4,90,-17,antigo
2017,4,91,-31,antigo
2017,4,92,5,antigo
2017,4,93,126,antigo
2017,4,94,1236,antigo
2017,4,95,39,antigo
2017,4,96,25,antigo
2017,4,97,-34,antigo
2017,4,99,-229,antigo
2017,5,01,45784,antigo
2017,5,02,251,antigo
2017,5,03,-119,antigo
2017,5,05,-27,antigo
2017,5,06,-320,antigo
2017,5,07,142,antigo
2017,5,08,-263,antigo
2017,5,09,-45,antigo
2017,5,10,6953,antigo
2017,5,11,-470,antigo
2017,5,12,33,antigo
2017,5,13,1034,antigo
2017,5,14,736,antigo
2017,5,15,-3931,antigo
2017,5,16,85,antigo
2017,5,17,104,antigo
2017,5,18,-444,antigo
2017,5,19,4245,antigo
2017,5,20,708,antigo
2017,5,21,12,antigo
2017,5,22,267,antigo
2017,5,23,-1958,antigo
2017,5,24,-140,antigo
2017,5,25,-1949,antigo
2017,5,26,-699,antigo
2017,5,27,-203,antigo
2017,5,28,-1789,antigo
2017,5,29,1106,antigo
2017,5,30,-549,antigo
2017,5,31,-290,antigo
2017,5,32,149,antigo
2017,5,33,-2018,antigo
2017,5,35,-603,antigo
2017,5,36,-96,antigo
2017,5,37,43,antigo
2017,5,38,219,antigo
2017,5,39,43,antigo
2017,5,41,-5544,antigo
2017,5,42,2806,antigo
2017,5,43,-1731,antigo
2017,5,45,-233,antigo
2017,5,46,-2779,antigo
2017,5,47,-7929,antigo
2017,5,49,-611,antigo
2017,5,50,-187,antigo
2017,5,51,64,antigo
2017,5,52,-120,antigo
2017,5,53,-1166,antigo
2017,5,55,-2304,antigo
2017,5,56,-1276,antigo
2017,5,58,-331,antigo
2017,5,59,-299,antigo
2017,5,60,-199,antigo
2017,5,61,432,antigo
2017,5,62,-288,antigo
2017,5,63,-195,antigo
2017,5,64,-328,antigo
2017,5,65,577,antigo
2017,5,66,266,antigo
2017,5,68,94,antigo
2017,5,69,-325,antigo
2017,5,70,-84,antigo
2017,5,71,-538,antigo
2017,5,72,148,antigo
2017,5,73,212,antigo
2017,5,74,256,antigo
2017,5,75,94,antigo
2017,5,77,50,antigo
2017,5,78,734,antigo
2017,5,79,40,antigo
2017,5,80,-1671,antigo
2017,5,81,142,antigo
2017,5,82,-326,antigo
2017,5,84,958,antigo
2017,5,85,2922,antigo
2017,5,86,4634,antigo
2017,5,87,874,antigo
2017,5,88,710,antigo
2017,5,90,-1,antigo
2017,5,91,218,antigo
2017,5,92,-11,antigo
2017,5,93,-812,antigo
2017,5,94,2083,antigo
2017,5,95,-18,antigo
2017,5,96,-815,antigo
2017,5,97,5,antigo
2017,5,99,54,antigo
2017,6,01,36095,antigo
2017,6,02,389,antigo
2017,6,03,447,antigo
2017,6,05,-17,antigo
2017,6,06,-209,antigo
2017,6,07,164,antigo
2017,6,08,-94,antigo
2017,6,09,-61,antigo
2017,6,10,4435,antigo
2017,6,11,-422,antigo
2017,6,12,-742,antigo
2017,6,13,668,antigo
2017,6,14,671,antigo
2017,6,15,-3053,antigo
2017,6,16,-211,antigo
2017,6,17,-28,antigo
2017,6,18,-615,antigo
2017,6,19,1625,antigo
2017,6,20,-13,antigo
2017,6,21,-176,antigo
2017,6,22,-591,antigo
2017,6,23,-2412,antigo
2017,6,24,75,antigo
2017,6,25,-1607,antigo
2017,6,26,-718,antigo
2017,6,27,-562,antigo
2017,6,28,-1857,antigo
2017,6,29,8,antigo
2017,6,30,-615,antigo
2017,6,31,-1342,antigo
2017,6,32,-103,antigo
2017,6,33,298,antigo
2017,6,35,33,antigo
2017,6,36,-215,antigo
2017,6,37,103,antigo
2017,6,38,-535,antigo
2017,6,39,31,antigo
2017,6,41,-7321,antigo
2017,6,42,733,antigo
2017,6,43,-3655,antigo
2017,6,45,503,antigo
2017,6,46,-551,antigo
2017,6,47,-2442,antigo
2017,6,49,-2342,antigo
2017,6,50,-292,antigo
2017,6,51,338,antigo
2017,6,52,271,antigo
2017,6,53,-3008,antigo
2017,6,55,-1801,antigo
2017,6,56,955,antigo
2017,6,58,-456,antigo
2017,6,59,908,antigo
2017,6,60,-267,antigo
2017,6,61,571,antigo
